id,word,url,pronounce,explanation
1223,kafarat,https://kbbi.kata.web.id/kafarat/,ka.fa.rat,nomina (kata benda) istilah agama islam (1) denda yang harus dibayar karena melanggar larangan allah atau melanggar janji; (2) persembahan kepada allah sebagai tanda mohon pengampunan (karena telah melanggar hukum-nya)istilah agama islam tidak percaya kepada allah dan rasul-nya; keparat; kafir
1224,kafi,https://kbbi.kata.web.id/kafi/,ka.fi,cukup; sempurna
1225,kagum,https://kbbi.kata.web.id/kagum/,ka.gum,heran (dengan rasa memuji); takjub; tercengang: dia kagum menyaksikan ketangkasan pemain silat itu
1226,kakek-kakek,https://kbbi.kata.web.id/kakek-kakek/,ka.kek-ka.kek,(1) sudah tua sekali (bagi orang laki-laki); (2) seperti kakek
1227,kalap,https://kbbi.kata.web.id/kalap/,ka.lap,"(1) lupa diri (ketika marah): ia marah sekali sampai kalap; (2) gila; bingung: karena putus asa, ia menjadi kalap"
1228,kalas,https://kbbi.kata.web.id/kalas/,ka.las,"nomina (kata benda) istilah pelayaran gelang-gelang atau tali dari rotan pada dayung atau pengayuh: kalas pada kapal itu sudah agak rapuh sama sekali tidak ada yang tinggal; tidak bersisa: karena terlalu lapar, semua makanan di meja habis kalas"
1229,kalem,https://kbbi.kata.web.id/kalem/,ka.lem,cakapan (tidak baku) dalam keadaan tidak tergesa-gesa; tenang; santai: kerjakan tugas ini dengan kalem supaya memperoleh hasil yang baik
1230,kaligrafis,https://kbbi.kata.web.id/kaligrafis/,ka.li.gra.fis,bersangkutan dengan kaligrafi
1231,kalut-malut,https://kbbi.kata.web.id/kalut-malut/,ka.lut-ma.lut,kalut-marut
1232,kamariah,https://kbbi.kata.web.id/kamariah/,ka.ma.ri.ah,"(1) berkenaan dengan bulan; (2) dihitung menurut peredaran bulan (tentang kalender, penanggalan)"
1233,kamil,https://kbbi.kata.web.id/kamil/,ka.mil,berasal dari bahasa arab sempurna: tidak seorang pun manusia di dunia ini yang bersifat kamil
1234,kampung,https://kbbi.kata.web.id/kampung/,kam.pung,terkebelakang (belum modern); berkaitan dengan kebiasaan di kampung; kolot
1235,kanaah,https://kbbi.kata.web.id/kanaah/,ka.na.ah,"rela menerima yang diberikan kepadanya oleh orang tua, atasan, ataupun oleh allah"
1236,kancap,https://kbbi.kata.web.id/kancap/,kan.cap,penuh sekali hingga rata dengan tepinya (bibirnya); peres
1237,kangen,https://kbbi.kata.web.id/kangen/,ka.ngen,cakapan (tidak baku) ingin sekali bertemu; rindu: ia kangen kepada suaminya
1238,kanjal,https://kbbi.kata.web.id/kanjal/,kan.jal,arkais (tidak lazim) terhenti karena terhalang dan sebagainya
1239,kanonis,https://kbbi.kata.web.id/kanonis/,ka.no.nis,"(1) istilah agama katolik menurut (sesuai dengan) hukum (undang-undang) gereja; yang termasuk kanon; (2) bersifat kuasa; (3) bersifat dasar (baku, standar); (4) istilah linguistik yang paling lazim (dikatakan tentang pola bentuk kata); (5) disederhanakan sampai ke nilai terendah"
1240,kantang,https://kbbi.kata.web.id/kantang/,kan.tang,"kering apabila air surut (tentang muara, selat, dan sebagainya) "
1241,kapabel,https://kbbi.kata.web.id/kapabel/,ka.pa.bel,cakapan (tidak baku) mampu; cakap; pandai; sanggup: ia dianggap kapabel memangku jabatan itu
1242,kapiran,https://kbbi.kata.web.id/kapiran/,ka.pi.ran,tidak terurus; telantar; tidak beroleh apa-apa; sia-sia: anak-anaknya kapiran karena ibunya terlalu sibuk dan jarang berada di rumah
1243,kapisa,https://kbbi.kata.web.id/kapisa/,ka.pi.sa,berwarna seperti bulu serigala
1244,kapitalistis,https://kbbi.kata.web.id/kapitalistis/,ka.pi.ta.lis.tis,berkenaan dengan sistem kapitalisme; cenderung kepada permodalan pribadi atau pedagang yang besar
1245,karbolik,https://kbbi.kata.web.id/karbolik/,kar.bo.lik,mengandung karbol
1246,kardiak,https://kbbi.kata.web.id/kardiak/,kar.di.ak,(1) bertalian dengan jantung; (2) berkenaan dengan bagian atas perut
1247,karet,https://kbbi.kata.web.id/karet/,ka.ret,"cakapan (tidak baku) dapat (mudah) mulur dan mengerut (tidak tentu, tidak pasti, dan sebagainya) "
1248,karikatural,https://kbbi.kata.web.id/karikatural/,ka.ri.ka.tu.ral,"bersifat karikatur; bersifat lucu, tetapi ekspresif sebagai wadah sindiran (ejekan)"
1249,karim,https://kbbi.kata.web.id/karim/,ka.rim,murah hati
1250,karimah,https://kbbi.kata.web.id/karimah/,ka.ri.mah,baik; terpuji
1251,karismatik,https://kbbi.kata.web.id/karismatik/,ka.ris.ma.tik,bersifat karisma: salah satu penampilannya yang dianggap orang karismatik ialah cara berpidatonya yang berapi-api dan dapat memukau pendengarnya
1252,karitatif,https://kbbi.kata.web.id/karitatif/,ka.ri.ta.tif,bersifat memberi kasih sayang
1253,karmina,https://kbbi.kata.web.id/karmina/,kar.mi.na,"a, misalnya kayu lurus dalam lalang, kerbau kurus banyak tulang"
1254,karsinogenik,https://kbbi.kata.web.id/karsinogenik/,kar.si.no.ge.nik,istilah kedokteran bersifat menyebabkan penyakit kanker
1255,karut-marut,https://kbbi.kata.web.id/karut-marut/,ka.rut-ma.rut,"(1) kusut (kacau) tidak keruan; rusuh dan bingung (tentang pikiran, hati, dan sebagainya) ; banyak bohong dan dustanya (tentang perkataan dan sebagainya) ; (2) berkerut-kerut tidak keruan (tentang muka, wajah, dan sebagainya) : kulit mukanya karut-marut dan penuh dengan penyakit cacar"
1256,kasar,https://kbbi.kata.web.id/kasar/,ka.sar,"(1) agak besar; tidak halus: pasir kasar cocok untuk menutup jalan berlubang itu; (2) bertingkah laku tidak lemah lembut: sambil memaki-maki dengan kasar , dia bersumpah; (3) kasap; kesat; tidak halus waktu diraba: kertas ini kasar benar; (4) tidak baik buatannya; gabas: bajunya merah tua, sarungnya tenun kasar , dan destarnya kain hitam; (5) hanya dalam garis-garis besarnya (tidak dengan saksama, tidak dengan perincian yang teliti, hanya perkara yang besar-besar): paling sedikit rencana itu sudah diwujudkan dalam bentuk kasar menurut kebutuhan atau pesanan; (6) dapat diraba (dilihat dan sebagainya) ; (7) mentah; belum dibersihkanlihat qasar"
1257,kasep,https://kbbi.kata.web.id/kasep/,ka.sep,tampan (untuk laki-laki); cakap
1258,kasi,https://kbbi.kata.web.id/kasi/,ka.si,kebiri
1259,kasiku,https://kbbi.kata.web.id/kasiku/,ka.si.ku,"kena kutuk; kualat: menurut kepercayaannya, orang yang tidak mengadakan selamatan akan kasiku oleh para dewa"
1260,kasuistik,https://kbbi.kata.web.id/kasuistik/,ka.su.is.tik,bertalian dengan kasus
1261,katadrom,https://kbbi.kata.web.id/katadrom/,ka.tad.rom,"istilah perikanan hidup di perairan tawar, tetapi pergi ke laut untuk bertelur (msl ikan sidat)"
1262,katawi,https://kbbi.kata.web.id/katawi/,ka.ta.wi,secara kata demi kata; secara harfiah
1263,kategorial,https://kbbi.kata.web.id/kategorial/,ka.te.go.ri.al,bersangkutan dengan kategori
1264,kategoris,https://kbbi.kata.web.id/kategoris/,ka.te.go.ris,tepat; kena; langsung: dia selalu memberikan jawaban yang kategoris
1265,kausal,https://kbbi.kata.web.id/kausal/,kau.sal,"bersifat menyebabkan suatu kejadian; bersifat saling menyebabkan: hubungan kausal , hubungan yang bersebab akibat"
1266,kaustik,https://kbbi.kata.web.id/kaustik/,kaus.tik,"dapat terbakar, berkarat, hancur, atau rusak akibat peristiwa kimia"
1267,kawakan,https://kbbi.kata.web.id/kawakan/,ka.wak.an,(1) sudah kawak; sudah tua sekali; (2) kiasan sudah berpengalaman: ia sudah kawakan dalam dunia pentas
1268,kawi,https://kbbi.kata.web.id/kawi/,ka.wi,"kuat; kukuh; sakti: adat yang kawi , adat yang kuat berlaku sejak dahulu kala"
1269,kayun,https://kbbi.kata.web.id/kayun/,ka.yun,laku; laris
1270,keabu-abuan,https://kbbi.kata.web.id/keabu-abuan/,ke.a.bu-a.bu.an,berwarna agak kelabu atau mendekati warna kelabu
1271,keasinan,https://kbbi.kata.web.id/keasinan/,ke.a.sin.an,terlalu asin
1272,keasyik-asyikan,https://kbbi.kata.web.id/keasyik-asyikan/,ke.a.syik-a.syik.an,sangat asyik (berahi dan sebagainya)
1273,kebah,https://kbbi.kata.web.id/kebah/,ke.bah,basah berkeringat; hilang panasnya sesudah berkeringat (tentang penyakit demam)
1274,kebapakan,https://kbbi.kata.web.id/kebapakan/,ke.ba.pak.an,"bersifat seperti bapak: walaupun masih muda, dia dikenal kebapakan"
1275,kebasah-basahan,https://kbbi.kata.web.id/kebasah-basahan/,ke.ba.sah-ba.sah.an,agak basah: tanahnya subur dan kebasah-basahan
1276,kebata-bataan,https://kbbi.kata.web.id/kebata-bataan/,ke.ba.ta-ba.ta.an,terbata-bata
1277,kebelanda-belandaan,https://kbbi.kata.web.id/kebelanda-belandaan/,ke.be.lan.da-be.lan.da.an,bertingkah laku seperti orang belanda; kebarat-baratan
1278,kebelauan,https://kbbi.kata.web.id/kebelauan/,ke.be.lau.an,kebiru-biruan
1279,kebelet,https://kbbi.kata.web.id/kebelet/,ke.be.let,ingin sekali; tidak tertahankan lagi untuk melaksanakan keinginan: rongrongan pacarnya yang kebelet kawin mengganggu konsentrasinya dalam menuntut ilmu
1280,kebiru-biruan,https://kbbi.kata.web.id/kebiru-biruan/,ke.bi.ru-bi.ru.an,agak biru warnanya
1281,kebudak-budakan,https://kbbi.kata.web.id/kebudak-budakan/,ke.bu.dak-bu.dak.an,berbudak-budak
1282,kebuluran,https://kbbi.kata.web.id/kebuluran/,ke.bu.lur.an,kelaparan: mati kebuluran
1283,kecabaian,https://kbbi.kata.web.id/kecabaian/,ke.ca.bai.an,"berasa panas karena kena cabai (pd mulut, tangan, bibir, dan sebagainya) "
1284,kecapaian,https://kbbi.kata.web.id/kecapaian/,ke.ca.pai.an,"(1) merasa sangat capai (lelah, letih); kelelahan; keletihan: mereka menggeletak kecapaian karena terlalu lama berjalan; (2) perasaan sangat capai"
1285,kece,https://kbbi.kata.web.id/kece/,ke.ce,cantik
1286,kecele,https://kbbi.kata.web.id/kecele/,ke.ce.le,"cakapan (tidak baku) dalam keadaan tidak mendapat (menemukan, memperoleh) apa yang diharapkan (diduga, dicari, dan sebagainya) : penonton kecele karena setelah menunggu lama sekali, ternyata pertunjukan dibatalkan"
1287,keceng,https://kbbi.kata.web.id/keceng/,ke.ceng,dalam keadaan tertutup sebelah (tentang mata)
1288,kecewa,https://kbbi.kata.web.id/kecewa/,ke.ce.wa,"(1) kecil hati; tidak puas (karena tidak terkabul keinginannya, harapannya, dan sebagainya) ; tidak senang: kami kecewa terhadap penyambutannya yang dingin; (2) cacat; cela: tidak ada kecewa nya; (3) gagal (tidak berhasil) dalam usahanya dan sebagainya: segala tindakan pengamanan akan tetap kecewa jika biang keladi kejahatannya tidak dibasmi; kecewa berat sangat kecewa: gitaris ceking berambut gondrong itu tampak kecewa berat"
1289,kecil-kecilan,https://kbbi.kata.web.id/kecil-kecilan/,ke.cil-ke.cil.an,"berkecil-kecil; (secara) sedikit-sedikit (tidak secara besar-besaran): ini hanya usaha kecil-kecilan , sekadar untuk mencukupi kebutuhan hidup sehari-hari"
1290,kecilan,https://kbbi.kata.web.id/kecilan/,ke.cil.an,cakapan (tidak baku) lebih kecil
1291,kecit,https://kbbi.kata.web.id/kecit/,ke.cit,cakapan (tidak baku) kecil
1292,kecokelatan,https://kbbi.kata.web.id/kecokelatan/,ke.co.ke.lat.an,terlalu (sangat) cokelat (tentang warna)
1293,kecut,https://kbbi.kata.web.id/kecut/,ke.cut,"(1) masam (seperti rasa cuka): gulai ini enak sekali, terasa benar kecut pedasnya; (2) kiasan cemberut; keruh (tentang muka dan sebagainya) : kecut saja air mukanya pagi ini"
1294,kedalaman,https://kbbi.kata.web.id/kedalaman/,ke.da.lam.an,"cakapan (tidak baku) terlalu dalam; lebih dalam daripada yang seharusnya: hati-hati, jangan kedalaman , dua meter cukup"
1295,kedaluwarsa,https://kbbi.kata.web.id/kedaluwarsa/,ke.da.lu.war.sa,"(1) tidak model lagi (baju, kendaraan, dan sebagainya) ; tidak sesuai dengan zaman: hakikat cerita itu telah kedaluwarsa apabila diajarkan sekarang; (2) sudah lewat (habis) jangka waktunya (tentang tuntutan dan sebagainya) ; habis tempo; (3) terlewat dari batas waktu berlakunya sebagaimana yang ditetapkan (tentang makanan): jika dimakan, makanan yang kedaluwarsa akan membahayakan kesehatan"
1296,kedengkik,https://kbbi.kata.web.id/kedengkik/,ke.deng.kik,istilah kedokteran dalam kondisi badan yang semakin melemah karena keadaan gizi (permakanan) semakin berkurang akibat sakit
1297,kedesa-desaan,https://kbbi.kata.web.id/kedesa-desaan/,ke.de.sa-de.sa.an,(1) berlaku (berlagak) sebagai orang desa; (2) bersuasana desa
1298,kedikit,https://kbbi.kata.web.id/kedikit/,ke.di.kit,arkais (tidak lazim) kedekut
1299,kedodoran,https://kbbi.kata.web.id/kedodoran/,ke.do.do.ran,"(1) tidak rapi karena terlalu besar dan sebagainya (tentang pakaian): bajunya rapi, tetapi celananya kedodoran; (2) kiasan tidak mampu melaksanakan sesuatu karena di luar batas kemampuan: kesebelasan tuan rumah kedodoran menghadapi kesebelasan lawan yang lebih tangguh"
1300,kedot,https://kbbi.kata.web.id/kedot/,ke.dot,kuat; kebal; tahan pukulan: dialah orang yang paling kedot yang pernah saya temui
1301,keduniaan,https://kbbi.kata.web.id/keduniaan/,ke.du.ni.a.an,mengenai dunia; (3) nomina (kata benda) kesenangan hidup
1302,kegadis-gadisan,https://kbbi.kata.web.id/kegadis-gadisan/,ke.ga.dis-ga.dis.an,tingkah laku dan lagak lagunya seperti gadis (meskipun sudah bersuami)
1303,kegelap-gelapan,https://kbbi.kata.web.id/kegelap-gelapan/,ke.ge.lap-ge.lap.an,(1) agak gelap; (2) menjadi gelap mata; kegelapan
1304,kegelapan,https://kbbi.kata.web.id/kegelapan/,ke.ge.lap.an,terlalu gelap (tentang warna)
1305,kegelian,https://kbbi.kata.web.id/kegelian/,ke.ge.li.an,cakapan (tidak baku) sangat geli: ia tertawa kegelian
1306,kegemukan,https://kbbi.kata.web.id/kegemukan/,ke.ge.muk.an,terlalu gemuk karena makan berlebihan sebagai reaksi terhadap frustrasi psikis
1307,kegenangan,https://kbbi.kata.web.id/kegenangan/,ke.ge.nang.an,cakapan (tidak baku) tergenang air; keempohan; kebanjiran
1308,kegirang-girangan,https://kbbi.kata.web.id/kegirang-girangan/,ke.gi.rang-gi.rang.an,sangat girang; girang sekali
1309,kehel,https://kbbi.kata.web.id/kehel/,ke.hel-ter.ke.hel,"(1) terkeluk (tidak lurus lagi); (2) tergeliat (tentang tulang, kaki, dan sebagainya) ; (3) menyimpang dari jalan yang lurus (tentang perahu dan sebagainya) "
1310,keheranan,https://kbbi.kata.web.id/keheranan/,ke.he.ran.an,terheran-heran
1311,kehitaman,https://kbbi.kata.web.id/kehitaman/,ke.hi.tam.an,(1) terlalu hitam; (2) kehitam-hitaman
1312,keibuan,https://kbbi.kata.web.id/keibuan/,ke.i.bu.an,"bersifat seperti ibu (lemah lembut, penuh kasih sayang, dan sebagainya) ; kewanitaan: perasaan keibuan biasanya cepat tumbuh pada anak perempuan"
1313,kejang,https://kbbi.kata.web.id/kejang/,ke.jang,(1) kaku dan menegang (tentang urat atau otot); (2) istilah kedokteran pengerutan otot yang berlebihan di luar kehendak
1314,kejat,https://kbbi.kata.web.id/kejat/,ke.jat,(1) kaku dan tegang (tentang anggota tubuh); (2) kukuh dan ketat sekali (seperti puting pisau pada hulunya); (3) rapat dan padat (hingga tidak bercelah-celah)
1315,kejengkolan,https://kbbi.kata.web.id/kejengkolan/,ke.jeng.kol.an,sakit karena terlampau banyak makan jengkol (berasa sakit bila kencing)
1316,kejenuhan,https://kbbi.kata.web.id/kejenuhan/,ke.je.nuh.an,nomina (kata benda) kejemuan; (2) n kepadatan (tentang udara); (b) istilah fisika keadaan yang menggambarkan kenaikan penyebab tanpa menimbulkan kenaikan hasil; (3) kekenyangan
1317,kejur,https://kbbi.kata.web.id/kejur/,ke.jur,keras dan kaku (tidak dapat dilentukkan); tegak dan kaku (tentang rambut dan sebagainya) ; tegar: rambutnya kejur sehingga sukar sekali diatur
1318,kekal,https://kbbi.kata.web.id/kekal/,ke.kal,"tetap (tidak berubah, tidak bergeser, dan sebagainya) selama-lamanya; abadi; lestari: kematian adalah sekadar penutup babak kefanaan bagi suatu babak baru hidup kekal"
1319,kekanak-kanakan,https://kbbi.kata.web.id/kekanak-kanakan/,ke.ka.nak-ka.nak.an,"bertingkah laku seperti kanak-kanak: umurnya sudah 21 tahun, tetapi tingkah lakunya masih kekanak-kanakan"
1320,kekar,https://kbbi.kata.web.id/kekar/,ke.kar,"(1) kembang; mekar: bunga kekar; (2) bercerai-berai (tidak berkumpul atau berdekatan lagi): nasinya kekar; (3) rekah (tentang batuan) (1) kerap dan padat (tentang anyaman, tenunan, dan sebagainya) ; (2) tegap kuat (tentang tubuh): walaupun usianya sudah tua, badannya masih kekar"
1321,kekau,https://kbbi.kata.web.id/kekau/,ke.kau,tiba-tiba terjaga (dari tidur)
1322,kekel,https://kbbi.kata.web.id/kekel/,ke.kel,kikir; pelit
1323,keki,https://kbbi.kata.web.id/keki/,ke.ki,"(1) merasa tidak senang, mendongkol, kesal (terhadap orang lain): ia merasa keki karena tidak satu pun pekerjaannya yang mendapat pujian; (2) merasa iri hati"
1324,kekok,https://kbbi.kata.web.id/kekok/,ke.kok,(1) tidak mudah memakainya (tentang alat perkakas dan sebagainya) : kemudi mobil ini kekok benar; (2) tidak dapat memakai (menggunakan) dengan senang: kekok rasanya menulis dengan pensil ini; (3) merasa canggung (kaku) karena belum biasa dan sebagainya: kekok benar rasanya bekerja di situ
1325,kekota-kotaan,https://kbbi.kata.web.id/kekota-kotaan/,ke.ko.ta-ko.ta.an,berlaku (berlagak) sebagai orang kota
1326,kekudusan,https://kbbi.kata.web.id/kekudusan/,ke.ku.dus.an,kesucian
1327,kelak-kelik,https://kbbi.kata.web.id/kelak-kelik/,ke.lak-ke.lik,kelap-kelip; kedip-kedip
1328,kelaki-lakian,https://kbbi.kata.web.id/kelaki-lakian/,ke.la.ki-la.ki.an,(bersifat) sebagai laki-laki tingkah lakunya (tentang perempuan); menyerupai laki-laki
1329,kelamaan,https://kbbi.kata.web.id/kelamaan/,ke.la.ma.an,terlampau lama
1330,kelang-kelok,https://kbbi.kata.web.id/kelang-kelok/,ke.lang-ke.lok,berkelok-kelok; berliku-liku; banyak keluk-keluknya: jalan yang kelang-kelok
1331,kelar,https://kbbi.kata.web.id/kelar/,ke.lar,cakapan (tidak baku) selesai; siap
1332,kelat,https://kbbi.kata.web.id/kelat/,ke.lat,"arkais (tidak lazim) lekat: setelah mata mereka mulai kelat , barulah berhenti berbual, kelat bahunomina (kata benda) gelang yang dipakai pada lengan atas, terutama pada waktu menari"
1333,kelebek,https://kbbi.kata.web.id/kelebek/,ke.le.bek,"terlipat pada ujung atau tepinya (tentang seprei, taplak meja, dan sebagainya) sehingga bagian yang terlipat bergantung"
1334,kelelahan,https://kbbi.kata.web.id/kelelahan/,ke.le.lah.an,perihal (keadaan) lelah; kepenatan; kepayahan
1335,kelemak-kelemek,https://kbbi.kata.web.id/kelemak-kelemek/,ke.le.mak-ke.le.mek,tidak tegas; tidak bersemangat: penyanyi itu tidak suka membawakan lagu-lagu yang kelemak-kelemek
1336,kelesah,https://kbbi.kata.web.id/kelesah/,ke.le.sah,tidak tenteram hatinya; tidak dapat tenang; gelisah
1337,keletah,https://kbbi.kata.web.id/keletah/,ke.le.tah,banyak tingkah; suka bertingkah; suka bergaya; genit: dialah yang paling keletah di kelas kami
1338,kelonggaran,https://kbbi.kata.web.id/kelonggaran/,ke.long.gar.an,cakapan (tidak baku) terlalu longgar (besar): bajunya kelonggaran
1339,kelop,https://kbbi.kata.web.id/kelop/,ke.lop,cakapan (tidak baku) klop
1340,kelumit,https://kbbi.kata.web.id/kelumit/,ke.lu.mit-se.ke.lu.mit,sedikit sekali
1341,kelus,https://kbbi.kata.web.id/kelus/,ke.lus,terkupas (hilang) kulitnya
1342,kelut,https://kbbi.kata.web.id/kelut/,,"ke.lut, ke.lut-me.lutdl keadaan kusut sekali; kacau-balau"
1343,kemal,https://kbbi.kata.web.id/kemal/,ke.mal-ber.ke.mal,lembap; tidak kering benar
1344,kemasakan,https://kbbi.kata.web.id/kemasakan/,ke.ma.sak.an,"terlalu masak; lebih dari masak (tentang masakan, buah, dan sebagainya) : jika merebus sayuran jangan -; (3) nomina (kata benda) kematangan jiwa seseorang dalam proses perkembangan ke arah dewasa"
1345,kematangan,https://kbbi.kata.web.id/kematangan/,ke.ma.tang.an,terlampau matang: durian itu jatuh karena -; (3) nomina (kata benda) keadaan individu dalam perkembangan sepenuhnya yang ditandai oleh kemampuan aktual dalam membuat pertimbangan secara dewasa
